case,sigma_max,expected_return,standard_deviation,annualized_return,annualized_volatility,objective_value,status,solve_time_sec,max_weight,active_assets_1pct,top_10_holdings
low_risk,0.008207054253724429,0.00012638648484726063,0.008207054527333115,0.03184939418150968,0.13028295165402104,0.00012638648479558422,optimal,0.014004200000272249,0.10511934498303249,21,KO=0.1051; T=0.0819; LIN=0.0762; VZ=0.0737; WELL=0.0710; ISRG=0.0640; PG=0.0567; TMUS=0.0540; COST=0.0500; NEE=0.0494
middle_risk,0.02192793825558478,0.0032680423996058645,0.02192793700003138,0.8235466847006778,0.3480952084006486,0.0032680423984021807,optimal,0.013474999999743886,0.5797763202068041,3,AMZN=0.5798; NFLX=0.4068; NVDA=0.0134; TMUS=0.0000; AVGO=0.0000; MCD=0.0000; ANET=0.0000; HD=0.0000; CRM=0.0000; GOOGL=0.0000
high_risk,0.033362008257135076,0.003600745543646816,0.03336200825917406,0.9073878769989977,0.5296054625487449,0.003600745541303261,optimal,0.010837900001206435,0.9999999989966744,1,NFLX=1.0000; AMZN=0.0000; NVDA=0.0000; XOM=0.0000; GE=0.0000; CSCO=0.0000; CVX=0.0000; DE=0.0000; DIS=0.0000; ETN=0.0000
