# Temperature Internal_Energy Specific_Heat
0.950000 -0.960195 3.481301
0.955000 -0.992688 3.666253
0.960000 -1.024914 3.853488
0.965000 -1.057655 3.837936
0.970000 -1.092856 4.365851
0.975000 -1.127102 4.588136
0.980000 -1.162961 3.720849
0.985000 -1.198432 4.927614
0.990000 -1.231767 5.289325
0.995000 -1.264459 4.022965
1.000000 -1.294672 3.373021
1.005000 -1.319961 1.372087
