# Temperature Internal_Energy Specific_Heat
0.660000 -1.856794 2.150364
0.665000 -1.841486 1.845455
0.670000 -1.827724 3.880774
0.675000 -1.815876 2.973113
0.680000 -1.799381 3.405201
0.685000 -1.781804 3.374296
0.690000 -1.755207 5.180732
0.695000 -1.726231 4.934290
0.700000 -1.680990 11.519218
0.705000 -1.056821 12.129010
0.710000 -0.935618 0.600997
0.715000 -0.914031 0.751138
0.720000 -0.865842 0.268513
