,cumulative_wealth,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
equal_weight,[0.98293392 0.9726207  0.98354364 ... 5.99791625 5.92255159 5.91534499],0.21564727440372766,0.18473120612617597,1.1673570422987183,0.3120905028982596,0.0
qp,[0.99202297 0.99485278 1.0088221  ... 4.35538728 4.30886758 4.31546805],0.21564727440372766,0.14663767275981582,1.4706130446910846,0.27683468265529976,0.0
socp,"[ 0.94910304  0.93285386  0.93769707 ... 26.38419295 26.17720168
 25.91235808]",0.21564727440372766,0.41918770107236775,0.5144408432119022,0.6416167222158765,0.0
