Date,Ticker,Open,High,Low,Close,AdjClose,Volume
2015-01-02,APH,13.507499694824219,13.555000305175781,13.295000076293945,13.40999984741211,12.062366485595703,3136000
2015-01-05,APH,13.3149995803833,13.352499961853027,13.132499694824219,13.164999961853027,11.841991424560547,4789200
2015-01-06,APH,13.175000190734863,13.272500038146973,12.8725004196167,12.9975004196167,11.691325187683105,8298400
2015-01-07,APH,13.125,13.227499961853027,13.037500381469727,13.220000267028809,11.891463279724121,3245200
2015-01-08,APH,13.364999771118164,13.505000114440918,13.354999542236328,13.477499961853027,12.123085975646973,3911200
2015-01-09,APH,13.494999885559082,13.520000457763672,13.395000457763672,13.399999618530273,12.053376197814941,2463600
2015-01-12,APH,13.390000343322754,13.407500267028809,13.172499656677246,13.237500190734863,11.907207489013672,2605200
2015-01-13,APH,13.380000114440918,13.487500190734863,13.104999542236328,13.207500457763672,11.880223274230957,2992400
2015-01-14,APH,13.022500038146973,13.170000076293945,12.949999809265137,13.112500190734863,11.794771194458008,3551600
2015-01-15,APH,13.182499885559082,13.207500457763672,12.977499961853027,12.982500076293945,11.67782974243164,2707200
2015-01-16,APH,12.9350004196167,13.117500305175781,12.914999961853027,13.104999542236328,11.788022994995117,4332800
2015-01-20,APH,13.125,13.157500267028809,12.927499771118164,13.087499618530273,11.772279739379883,6205600
2015-01-21,APH,12.9975004196167,13.704999923706055,12.797499656677246,13.482500076293945,12.127584457397461,10832800
2015-01-22,APH,13.537500381469727,13.717499732971191,13.317500114440918,13.6899995803833,12.31423282623291,5552400
2015-01-23,APH,13.720000267028809,13.827500343322754,13.670000076293945,13.727499961853027,12.347966194152832,5597600
2015-01-26,APH,13.680000305175781,13.77750015258789,13.649999618530273,13.697500228881836,12.320977210998535,2982400
2015-01-27,APH,13.522500038146973,13.677499771118164,13.462499618530273,13.579999923706055,12.215287208557129,4060400
2015-01-28,APH,13.72249984741211,13.819999694824219,13.487500190734863,13.492500305175781,12.136581420898438,5963600
2015-01-29,APH,13.524999618530273,13.767499923706055,13.420000076293945,13.739999771118164,12.359207153320312,5270400
2015-01-30,APH,13.670000076293945,13.699999809265137,13.404999732971191,13.427499771118164,12.07811164855957,4596400
2015-02-02,APH,13.489999771118164,13.579999923706055,13.262499809265137,13.5600004196167,12.197297096252441,3786400
2015-02-03,APH,13.582500457763672,13.664999961853027,13.479999542236328,13.645000457763672,12.273756980895996,5589200
2015-02-04,APH,13.614999771118164,13.737500190734863,13.52750015258789,13.642499923706055,12.271504402160645,3245200
2015-02-05,APH,13.664999961853027,13.850000381469727,13.645000457763672,13.8100004196167,12.4221773147583,3184000
2015-02-06,APH,13.789999961853027,13.904999732971191,13.71500015258789,13.762499809265137,12.379446983337402,2929600
2015-02-09,APH,13.707500457763672,13.802499771118164,13.637499809265137,13.699999809265137,12.323233604431152,2705200
2015-02-10,APH,13.807499885559082,13.975000381469727,13.7475004196167,13.9350004196167,12.534612655639648,3463200
2015-02-11,APH,13.927499771118164,13.979999542236328,13.8125,13.887499809265137,12.491887092590332,3162800
2015-02-12,APH,13.920000076293945,14.0,13.895000457763672,14.0,12.593079566955566,2236800
2015-02-13,APH,13.967499732971191,14.114999771118164,13.952500343322754,14.09749984741211,12.680784225463867,2764000
2015-02-17,APH,14.092499732971191,14.09749984741211,13.942500114440918,14.0,12.593079566955566,2779200
2015-02-18,APH,13.9975004196167,14.087499618530273,13.922499656677246,14.0625,12.649299621582031,1753200
2015-02-19,APH,14.03499984741211,14.125,14.0,14.055000305175781,12.642550468444824,1625200
2015-02-20,APH,14.047499656677246,14.2475004196167,13.917499542236328,14.229999542236328,12.79996395111084,3411600
2015-02-23,APH,14.1875,14.232500076293945,14.052499771118164,14.180000305175781,12.754990577697754,2625600
2015-02-24,APH,14.1899995803833,14.2475004196167,14.102499961853027,14.204999923706055,12.77747917175293,4992400
2015-02-25,APH,14.192500114440918,14.257499694824219,14.147500038146973,14.212499618530273,12.784221649169922,3343600
2015-02-26,APH,14.244999885559082,14.34749984741211,14.182499885559082,14.199999809265137,12.772981643676758,3395600
2015-02-27,APH,14.162500381469727,14.242500305175781,14.107500076293945,14.114999771118164,12.696520805358887,3699200
2015-03-02,APH,14.114999771118164,14.3100004196167,14.079999923706055,14.305000305175781,12.867429733276367,5311200
2015-03-03,APH,14.260000228881836,14.34000015258789,14.1850004196167,14.329999923706055,12.889918327331543,3844000
2015-03-04,APH,14.28499984741211,14.595000267028809,14.217499732971191,14.5600004196167,13.09680461883545,7485600
2015-03-05,APH,14.6225004196167,14.727499961853027,14.524999618530273,14.680000305175781,13.204748153686523,4297600
2015-03-06,APH,14.595000267028809,14.675000190734863,14.40999984741211,14.442500114440918,12.991111755371094,5068400
2015-03-09,APH,14.40250015258789,14.457500457763672,14.352499961853027,14.427499771118164,13.005757331848145,4414800
2015-03-10,APH,14.295000076293945,14.4375,14.287500381469727,14.3149995803833,12.904343605041504,4819600
2015-03-11,APH,14.342499732971191,14.375,14.27750015258789,14.322500228881836,12.911103248596191,3206000
2015-03-12,APH,14.34000015258789,14.582500457763672,14.324999809265137,14.572500228881836,13.136472702026367,2777600
2015-03-13,APH,14.574999809265137,14.625,14.412500381469727,14.487500190734863,13.059845924377441,2965200
2015-03-16,APH,14.555000305175781,14.832500457763672,14.52750015258789,14.827500343322754,13.366340637207031,4557200
2015-03-17,APH,14.7524995803833,14.774999618530273,14.6225004196167,14.75,13.296481132507324,3744800
2015-03-18,APH,14.710000038146973,15.125,14.657500267028809,15.050000190734863,13.566920280456543,4250800
2015-03-19,APH,15.022500038146973,15.0649995803833,14.962499618530273,14.992500305175781,13.515083312988281,4592000
2015-03-20,APH,15.055000305175781,15.135000228881836,14.984999656677246,15.012499809265137,13.533113479614258,8190800
2015-03-23,APH,15.037500381469727,15.057499885559082,14.930000305175781,14.9350004196167,13.463248252868652,5468400
2015-03-24,APH,14.9350004196167,14.982500076293945,14.737500190734863,14.772500038146973,13.316758155822754,4196400
2015-03-25,APH,14.765000343322754,14.817500114440918,14.40250015258789,14.40250015258789,12.98322582244873,4218400
2015-03-26,APH,14.364999771118164,14.427499771118164,14.1850004196167,14.375,12.958431243896484,8228000
2015-03-27,APH,14.382499694824219,14.442500114440918,14.319999694824219,14.40999984741211,12.989980697631836,5116000
2015-03-30,APH,14.545000076293945,14.717499732971191,14.517499923706055,14.692500114440918,13.244647979736328,3367600
2015-03-31,APH,14.582500457763672,14.797499656677246,14.539999961853027,14.732500076293945,13.280704498291016,5270400
2015-04-01,APH,14.664999961853027,14.694999694824219,14.457500457763672,14.569999694824219,13.1342134475708,5339200
2015-04-02,APH,14.510000228881836,14.725000381469727,14.510000228881836,14.699999809265137,13.25140380859375,3358400
2015-04-06,APH,14.614999771118164,14.797499656677246,14.5649995803833,14.742500305175781,13.289719581604004,4066000
2015-04-07,APH,14.702500343322754,14.755000114440918,14.670000076293945,14.710000038146973,13.260420799255371,3355600
2015-04-08,APH,14.694999694824219,14.805000305175781,14.632499694824219,14.802499771118164,13.343805313110352,2902400
2015-04-09,APH,14.782500267028809,14.864999771118164,14.720000267028809,14.824999809265137,13.36408805847168,2313200
2015-04-10,APH,14.824999809265137,14.887499809265137,14.78499984741211,14.885000228881836,13.418177604675293,2156400
2015-04-13,APH,14.845000267028809,14.90250015258789,14.72249984741211,14.7524995803833,13.298733711242676,2940000
2015-04-14,APH,14.702500343322754,14.760000228881836,14.612500190734863,14.732500076293945,13.280704498291016,3342800
2015-04-15,APH,14.762499809265137,14.8774995803833,14.72249984741211,14.805000305175781,13.346061706542969,3806400
2015-04-16,APH,14.742500305175781,14.8125,14.6850004196167,14.6899995803833,13.242392539978027,3236000
2015-04-17,APH,14.577500343322754,14.592499732971191,14.442500114440918,14.489999771118164,13.062102317810059,3596400
2015-04-20,APH,14.592499732971191,14.677499771118164,14.587499618530273,14.609999656677246,13.170273780822754,3528800
2015-04-21,APH,14.675000190734863,14.742500305175781,14.539999961853027,14.539999961853027,13.10717487335205,6375200
2015-04-22,APH,14.15999984741211,14.422499656677246,13.882499694824219,14.202500343322754,12.802932739257812,8589200
2015-04-23,APH,14.09000015258789,14.255000114440918,14.020000457763672,14.175000190734863,12.778143882751465,4694000
2015-04-24,APH,14.170000076293945,14.170000076293945,14.024999618530273,14.042499542236328,12.658696174621582,5086800
2015-04-27,APH,14.037500381469727,14.09000015258789,13.97249984741211,14.055000305175781,12.669964790344238,4808000
2015-04-28,APH,14.015000343322754,14.0600004196167,13.90250015258789,13.9975004196167,12.618133544921875,5322400
2015-04-29,APH,13.895000457763672,13.975000381469727,13.854999542236328,13.947500228881836,12.57305908203125,3532000
2015-04-30,APH,13.857500076293945,13.944999694824219,13.737500190734863,13.842499732971191,12.478405952453613,4872400
2015-05-01,APH,13.942500114440918,14.130000114440918,13.892499923706055,14.1225004196167,12.730818748474121,4655600
2015-05-04,APH,14.132499694824219,14.2475004196167,14.132499694824219,14.207500457763672,12.807438850402832,3350400
2015-05-05,APH,14.172499656677246,14.225000381469727,13.957500457763672,13.979999542236328,12.602362632751465,3538800
2015-05-06,APH,14.055000305175781,14.055000305175781,13.854999542236328,13.925000190734863,12.552779197692871,3104800
2015-05-07,APH,13.960000038146973,13.984999656677246,13.897500038146973,13.9375,12.564046859741211,2382000
2015-05-08,APH,14.0600004196167,14.212499618530273,14.047499656677246,14.202500343322754,12.802932739257812,2549200
2015-05-11,APH,14.147500038146973,14.319999694824219,14.079999923706055,14.287500381469727,12.879557609558105,5279200
2015-05-12,APH,14.199999809265137,14.27750015258789,14.149999618530273,14.192500114440918,12.793917655944824,3412800
2015-05-13,APH,14.244999885559082,14.399999618530273,14.202500343322754,14.237500190734863,12.83448314666748,3304000
2015-05-14,APH,14.357500076293945,14.532500267028809,14.289999961853027,14.520000457763672,13.089146614074707,2935600
2015-05-15,APH,14.46500015258789,14.542499542236328,14.404999732971191,14.444999694824219,13.021535873413086,2314800
2015-05-18,APH,14.395000457763672,14.542499542236328,14.395000457763672,14.539999961853027,13.10717487335205,2025200
2015-05-19,APH,14.582500457763672,14.600000381469727,14.4975004196167,14.515000343322754,13.084637641906738,2082800
2015-05-20,APH,14.5,14.609999656677246,14.475000381469727,14.567500114440918,13.131964683532715,2817200
2015-05-21,APH,14.604999542236328,14.6225004196167,14.444999694824219,14.492500305175781,13.064352989196777,2668800
2015-05-22,APH,14.444999694824219,14.517499923706055,14.385000228881836,14.482500076293945,13.055338859558105,3365200
2015-05-26,APH,14.342499732971191,14.467499732971191,14.25,14.295000076293945,12.886316299438477,3855200
2015-05-27,APH,14.342499732971191,14.430000305175781,14.172499656677246,14.412500381469727,12.992237091064453,4263600
2015-05-28,APH,14.397500038146973,14.4399995803833,14.354999542236328,14.407500267028809,12.98773193359375,3076000
2015-05-29,APH,14.397500038146973,14.4375,14.257499694824219,14.262499809265137,12.857015609741211,3321200
2015-06-01,APH,14.27750015258789,14.332500457763672,14.15250015258789,14.300000190734863,12.890826225280762,4324400
2015-06-02,APH,14.2475004196167,14.479999542236328,14.147500038146973,14.414999961853027,12.99449348449707,3853200
2015-06-03,APH,14.417499542236328,14.539999961853027,14.352499961853027,14.470000267028809,13.044073104858398,2931600
2015-06-04,APH,14.407500267028809,14.407500267028809,14.217499732971191,14.237500190734863,12.83448314666748,3380800
2015-06-05,APH,14.197500228881836,14.317500114440918,14.142499923706055,14.28499984741211,12.877302169799805,2101600
2015-06-08,APH,14.272500038146973,14.305000305175781,14.177499771118164,14.21500015258789,12.842293739318848,2852800
2015-06-09,APH,14.147500038146973,14.239999771118164,14.130000114440918,14.172499656677246,12.803900718688965,2240800
2015-06-10,APH,14.217499732971191,14.369999885559082,14.204999923706055,14.34749984741211,12.961997985839844,1806000
2015-06-11,APH,14.375,14.407500267028809,14.317500114440918,14.375,12.98684024810791,2125600
2015-06-12,APH,14.287500381469727,14.447500228881836,14.234999656677246,14.422499656677246,13.029754638671875,4098800
2015-06-15,APH,14.317500114440918,14.317500114440918,14.164999961853027,14.2475004196167,12.87165641784668,2830000
2015-06-16,APH,14.25,14.364999771118164,14.210000038146973,14.287500381469727,12.907792091369629,2746000
2015-06-17,APH,14.332500457763672,14.3774995803833,14.175000190734863,14.257499694824219,12.880692481994629,2694000
2015-06-18,APH,14.305000305175781,14.5625,14.279999732971191,14.550000190734863,13.144944190979004,3176800
2015-06-19,APH,14.479999542236328,14.522500038146973,14.417499542236328,14.422499656677246,13.029754638671875,3855200
2015-06-22,APH,14.522500038146973,14.542499542236328,14.425000190734863,14.482500076293945,13.08396053314209,1924000
2015-06-23,APH,14.477499961853027,14.489999771118164,14.375,14.432499885559082,13.038789749145508,2660000
2015-06-24,APH,14.4350004196167,14.462499618530273,14.180000305175781,14.197500228881836,12.826483726501465,3743200
2015-06-25,APH,14.225000381469727,14.2475004196167,14.02750015258789,14.045000076293945,12.68871021270752,2721600
2015-06-26,APH,14.0600004196167,14.119999885559082,13.895000457763672,13.920000076293945,12.575782775878906,5658800
2015-06-29,APH,13.907500267028809,14.542499542236328,13.875,14.210000038146973,12.837778091430664,20193200
2015-06-30,APH,14.369999885559082,14.65999984741211,14.369999885559082,14.492500305175781,13.092997550964355,11082000
2015-07-01,APH,14.625,14.6274995803833,14.305000305175781,14.362500190734863,12.975549697875977,6364000
2015-07-02,APH,14.350000381469727,14.4399995803833,14.1899995803833,14.2475004196167,12.87165641784668,5760000
2015-07-06,APH,14.102499961853027,14.225000381469727,13.947500228881836,14.005000114440918,12.652573585510254,7061600
2015-07-07,APH,14.0024995803833,14.0625,13.779999732971191,13.97249984741211,12.623211860656738,7464800
2015-07-08,APH,13.832500457763672,13.862500190734863,13.547499656677246,13.550000190734863,12.241512298583984,5292800
2015-07-09,APH,13.765000343322754,13.772500038146973,13.545000076293945,13.572500228881836,12.261838912963867,3661600
2015-07-10,APH,13.75,13.77750015258789,13.557499885559082,13.6274995803833,12.3115234375,4282800
2015-07-13,APH,13.729999542236328,13.852499961853027,13.680000305175781,13.845000267028809,12.508024215698242,3925600
2015-07-14,APH,13.819999694824219,13.867500305175781,13.767499923706055,13.787500381469727,12.456077575683594,3401600
2015-07-15,APH,13.805000305175781,13.890000343322754,13.729999542236328,13.75,12.422198295593262,5833200
2015-07-16,APH,13.84000015258789,13.885000228881836,13.710000038146973,13.737500190734863,12.410904884338379,3641200
2015-07-17,APH,13.755000114440918,13.770000457763672,13.494999885559082,13.579999923706055,12.268616676330566,6749600
2015-07-20,APH,13.614999771118164,13.637499809265137,13.520000457763672,13.587499618530273,12.275388717651367,5198800
